Financial Distress,CLASS,x1,x3,x4,x6,x7,x8,x10,x11,x12,x13,x15,x16,x17,x18,x19,x20,x21,x22,x24,x25,x26,x27,x28,x29,x30,x31,x33,x34,x36,x39,x41,x43,x44,x46,x47,x48,x51,x52,x54,x55,x60,x65,x66,x68,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82
0.1998001837470245,0,1.1393600354063935,0.4428876232456847,0.0770102095838761,2.2118090421145644,0.3704708710190654,-0.0090954067091425,0.0646767679659723,1.058066300493527,-0.0853333313393779,-0.4428850285066589,-0.0752642558439371,0.0205008769498679,-0.0341422953729839,0.0320090347957848,-0.0237965077868553,0.2116578464799823,-0.3919820200576015,-0.030913406293008,-1.3810118145677734,0.3773680488425961,-0.0447264914123191,0.0166153678491753,1.179969764021372,3.5571582551877734,-0.1634314761440592,-0.0432679074268403,-3.2670027077522428,-0.0374210860459453,-0.3879721052389602,-0.0233565453336321,-0.0148061240208628,-0.0669570131989984,-0.0424392278379877,-0.2024895588256494,-0.0326590461890453,0.7875512498672652,0.1105258214639367,0.0177514772692615,-0.0662866187141846,0.4553194686578644,1.1152938372612973,0.3459012370705039,0.2928691078582621,1.0159226922985587,-0.6481320342604212,0.2789868756730059,0.5967651571372586,0.6727335271036766,1.0878832868214336,-0.2470449400928859,-1.6279824011017618,1.2368061931267853,0.4414660444240266,-0.2242326720971648
0.0859558180909361,0,-0.1858019583602281,0.7547833616811315,0.4664316719390147,-0.09156026723075,0.0182771791291291,-0.0091041632966795,-0.2362746883721846,0.9416065934819284,-0.0853337430539665,-0.7547802485363545,-0.0753080447130941,0.020429213806682,-0.034094303858319,0.1478484312569227,-0.023802416831174,-0.1694936786778549,-0.0832804090369126,-0.0196129802277618,1.1479778874390745,-0.1404394000125144,0.2000404070709772,0.0190076001875154,-0.2924006147433957,-0.8086058738362963,1.409573522148057,-0.0432662356057488,0.892257902994298,-0.0373812879794943,-0.4436709246218801,-0.0235353357353018,0.4727674196486706,-0.0688361136059313,-0.0435501583539462,-0.2495688206822876,-0.0326420300161267,-0.1526275957255738,0.4585667549449989,0.0176804198662462,-0.0612242341065513,-0.625987557734741,0.4313531237841039,0.3459012370705039,0.2928691078582621,1.0159226922985587,-0.6481320342604212,0.2789868756730059,0.5967651571372586,0.6727335271036766,1.0878832868214336,-0.2470449400928859,-1.6279824011017618,-0.0951835831406817,-0.0965839000733069,2.522840556500362
-0.2795641622803892,0,1.5835587962902964,-2.442485263416052,-0.4514803542580347,1.6908756240470095,1.3424434066073971,-0.0089873953237978,1.4579625513622083,-0.0199287170870481,0.3472237406502559,2.4424830623412364,-0.0753219213118572,0.0208060604339714,-0.0341679918641774,-0.8053978411665642,-0.0238171148111094,-0.328581354546467,-0.5046529458458551,0.2909511397403027,-1.9732470492921772,-0.1112903355665096,0.685856225832758,0.0165574804155586,0.3456417083883155,-0.8009116086694998,0.1107663557989944,-0.0432731867149397,0.6125058097748164,-0.0374332964292091,1.08407781311743,-0.023330849783589,-0.7181773268522628,0.7063203193906561,0.7447532876917831,2.3339337639524365,-0.0327043303585585,-0.2244655535165755,0.5516804793999649,0.0180566445450534,1.4031830495609106,0.2863644955932116,-1.2717933587963577,-0.0604699321993364,-0.5136504784427475,0.3929638750012299,-1.455885219637688,0.5334179565702587,0.36087122394969,0.4209485727834741,0.3834279405419432,-0.2470449400928859,-1.0786356640794863,1.370005170753532,-0.1291187748050471,-1.1751426358424626
-0.3542549655447199,0,0.0315821555203491,0.0651609710200597,-1.105295732680066,0.7853815282485418,0.566994138294317,-0.0090299378726707,-0.7507707050972015,1.2902925019749885,-0.0853318238536322,-0.0651590041051583,-0.0753339691409293,0.0205825445114567,0.3632520254922901,-0.4706889853492107,-0.0237992860204783,-0.3120526524003267,-1.22571383259117,-0.0156275974702702,0.5220337522652947,-0.3828452588043556,-0.7889417954083636,0.0164628034692307,0.8192321996738633,-0.8996862268765772,2.9568578263754293,-0.0432740957268718,0.9724814522055744,0.4735401046554792,-0.4594782631312837,-0.023444518854444,-0.753177054808408,0.0387077156186507,0.0159588861432302,-0.2084446921869903,-0.0326722514939444,-0.4459573834342433,-1.3389823403258716,0.017834508502088,-0.128205607465004,0.3120510288667522,-1.2717933587963577,1.095879322729356,-0.0229377343870996,-0.7698493575613371,1.5058764600789574,0.5640694185512924,-0.9703439819599592,-0.9475803653524808,-0.6279091362670941,0.2833159227942722,0.3618735574455904,1.370005170753532,-0.3748461514533024,-1.0694859732040962
1.2099945234492284,0,0.1123956291415643,-0.3590577099882108,1.942805900346934,0.8971492252224595,-0.4972504739427985,-0.0091053569966995,1.4334949532859351,0.956411632766141,-0.0853325489181725,0.3590589718040128,-0.0751507370199792,0.0204361892899678,-0.0341222259827815,-0.6347947970024895,-0.0238078817758001,-0.3487205694191344,0.9593876744741032,-0.006077817673719,0.0234160817157434,0.2520358515634641,1.75663394881791,0.0176873674773748,0.2046630054867969,-0.7329054469751031,-1.2299321459858124,-0.0432724512175893,0.7728107938497849,-0.0374081681182064,-0.211038462180915,-0.0234223014475022,0.4341054768153782,-0.0632883282967475,-0.0404628507581706,-0.0425015302430225,-0.0326821571180712,0.6546356560656542,2.2004747221879017,0.0176837771693562,1.7887137624295066,-0.7979192879264211,1.9172478503188688,-0.465153399901887,-0.291235252605854,1.6645180854238155,0.0249956202206345,0.2759935688389208,1.615826948507555,1.6907529411761002,1.823222896716517,1.7418082957339571,0.2947311784762013,0.8372092602465452,0.8227710258621845,0.8323339542864994
-0.1320981880058945,0,0.1563130023701293,-0.6722464552700912,1.321340306628854,0.9260292761192472,0.230166224269132,-0.0090982800442752,1.0331618706438583,0.7596878164578581,-0.085330367389433,0.6723596317220901,-0.0753005256912149,0.0204642779939088,-0.0341090312637224,-0.2175437593688775,-0.0238104302815047,-0.1721820820389741,0.6192996789215451,-0.0260108926094328,-0.2275644957764406,0.2076976661862581,-1.2357188430196449,0.0174114829026427,1.2569308425284045,-0.8395905097309347,0.8585413406471128,-0.043273502117995,0.8924710745156741,-0.0373899763635937,-0.0828497664147429,-0.0232492075168158,0.0594109983823324,-0.0657140627541158,-0.0419482599337876,0.064564464128443,-0.0326873826364644,0.5343933301387279,-0.6531202723892918,0.0177233619230202,-0.1421115832408284,0.4717636511741031,1.2876200758530996,-1.1982316631099057,-0.9618976965705024,1.6884588566249945,-0.1096299106755765,0.3627994670273954,1.7213218091199625,1.7933319966398862,2.068336100014878,2.404759374342905,1.1065435787424522,-1.4271733594081488,0.4305898326981423,-0.8581726479273634
0.5970299114122235,0,-0.1005829802145172,-0.5729097988505826,-0.3955414562753635,-0.1658266481141841,-0.2588390124757909,-0.00901586851867,1.341021825262375,-1.3365869097509162,-0.0849426339494221,0.572910705220192,-0.0752719018701026,0.0206645774941722,-0.0341523001782106,-0.5716076680728696,-0.0238168972483285,-0.2251795602142094,0.299963865246966,-0.0504046388823745,-1.2882164186965643,0.5438008659825291,0.6988691495495919,0.0181589977259992,-0.3301815078286662,1.4317169883966905,-1.1797797220235786,-0.0432729688126258,-2.024994367040198,-0.0374184917162036,1.90090337386086,-0.0234335377901466,-0.5375896513421451,-0.0693416583854615,-0.0352878160694133,0.3877428099880028,-0.0326850750538605,0.2684938230321385,0.5925596755021456,0.0179359800943609,-0.1327347449935843,0.0992897138230743,-1.263249128853727,0.0749795219646316,-0.244864850730569,0.6005503119581139,-1.186634157845266,0.4485876408922804,0.4394509734967621,0.5048768908902082,0.6182463893017746,-0.2470449400928859,-1.2617512430869118,-0.6279794936476686,0.4011490526815244,-0.3298893347355313
-0.3196717698695961,0,-0.2930209247251384,1.193843512578904,-0.2216045327887642,-0.6482564983249359,-0.2117740606280892,-0.0091077081606618,-0.5749206384525527,0.5816312235948868,-0.08533449516197,-1.193839669666838,-0.0753181967731124,0.0204582850874305,-0.0341441120131363,-0.4822597013199293,-0.0237826187686005,-0.3428459102226147,-0.4845512054894242,-0.0162701172169506,1.3918878175199254,-0.2994642282589786,2.005118825506015,0.0110451889464832,-1.0114689606196472,-0.4471829862243089,0.5239379606841255,-0.0432732846869911,0.6115110093417276,-0.0374261227143932,-0.5998854209813337,-0.023394213028614,0.4017825862972847,-0.0667192824173325,-0.0452539848630786,-0.3381907557846192,-0.03260032986158,-0.2979090196367152,1.8711700869203396,0.0177116279005741,-0.0919725072363621,-0.3435557222551104,0.458621348308358,-1.2009912832402037,-2.0061266061690253,-0.6192020547779223,-0.6481320342604212,-0.4124071368640231,-0.3990939522801619,-0.4607494934900299,0.1074304736279892,-1.1309797115714828,-1.3105820641555583,-1.4271733594081488,-0.2144407805856913,0.1983939784563008
0.0161182012658033,0,-0.2363964243837315,1.7344890274552005,0.0241838854808284,-0.318230666703566,0.1477928823531193,-0.0091144599175173,-0.7641703132201485,1.4681015189301971,-0.0853337034083857,-1.7344674206508992,-0.0753233027135513,0.0203836993872777,-0.0337507845119215,-0.0280264514980013,-0.0238095383966449,-0.2563537834081213,-0.5231234201641163,0.0046469811116244,1.9922899240605196,-0.1301999131419863,0.7335702794611473,0.0209459362133373,2.033887912365309,-0.5910982255266645,2.8366326231388594,-0.0432740439069438,0.7519199847549091,-0.0370793079975659,-0.7010693481051534,-0.0232816506839771,2.704270741834219,-0.0749694210255143,-0.0475752043682811,-0.3717881013357124,-0.0324370527057071,-0.2251487485502512,0.8049043885884701,0.0176357371387711,-0.1573956910781014,0.5025394788906256,0.9578310161355836,-0.0773469478722335,0.2891269350753445,1.8580393193000075,-0.3788809724679989,0.2909601030093474,2.097205256756548,1.9487548079486527,1.578109693418156,1.8743985114557469,1.375113094620009,-1.6935713146616422,-0.1408238288728005,-0.752515985288997
-0.3666688659004616,0,-0.2220785346791211,0.4094943159943051,-0.4593142480674242,-0.3058663949133786,-0.4021335996288781,-0.0091144575946918,-1.1426408773458383,0.2609709078605706,-0.0853341173709196,-0.4094917767587067,-0.0753018279453103,0.0203756341369874,-0.0341534974337406,-0.0723698429895937,-0.0238087331204389,-0.1961872296032349,-0.5927206629698175,-0.0530394099257824,0.6417962684960044,-0.4882691718571875,-0.681120427468887,0.0192864264104168,0.8022307977854917,-0.4759961486255503,-0.6774352324766253,-0.0432741081742892,0.565963360940994,-0.0374359313772447,-0.7091968981198596,-0.0233990533712982,-0.3418008028543919,-0.0764889903120266,-0.0555880027079262,-0.3755311273753287,-0.0326606718961279,-0.3258858562657359,-0.705354800742078,0.0176529867306121,-0.2242607196193062,-0.0905697762271851,-1.2717933587963577,2.122914146758958,-0.3452527032114493,-0.7533202501111903,1.5058764600789574,1.2122999465408109,-0.9375508581332284,-0.9157808581587068,-0.382795932968733,0.2833159227942722,0.3740812627127521,-1.4271733594081488,-0.4542274953809118,-0.5412026600122641
